"entry","entry href","field-content","field-content 2"
"St Vincent de Paul Pre School PG [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-vincent-de-paul-pre-school-pg-belfast","169 Ligoniel Road, Belfast, Co. Antrim, BT14 8DP","Pre-School"
"St Vincent de Paul PS","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-vincent-de-paul-ps","167a Ligoniel Road, Belfast, Co. Antrim, BT14 8DP","Primary"
"St Vincent de Paul PS NU","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-vincent-de-paul-ps-nu","167a Ligoniel Road, Belfast, Co. Antrim, BT14 8DP","Pre-School"
"Stanhope Street Nursery School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/stanhope-street-nursery-school-belfast","Stanhope Drive, Carrick Hill, Belfast, Co. Antrim, BT13 1BX","Pre-School"
"Steelstown PS","https://www.eani.org.uk/parents/types-of-school/school-type/primary/steelstown-ps","40 Steelstown Road, Shantallow, Londonderry, Co. Londonderry, BT48 8EX","Primary"
"Steelstown PS NU","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/steelstown-ps-nu","40 Steelstown Road, Derry, Co Londonderry, BT48 8EX","Pre-School"
"Steeple Nursery School [Antrim]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/steeple-nursery-school-antrim","12b Steeple Road, Antrim, Co. Antrim, BT41 1AF","Pre-School"
"Stepping Stones Cross Community PG [Ballymoney]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/stepping-stones-cross-community-pg-ballymoney","Castle Community Centre, Castle Street, Ballymoney, Co. Antrim, BT53 6JT","Pre-School"
"Stepping Stones Pre School Centre PG [Maghera]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/stepping-stones-pre-school-centre-pg-maghera","c/o St Brigid's Primary School, 130 Tirkane Road, Maghera, Co. Londonderry, BT46 5NH","Pre-School"
"Stepping Stones Pre-School PG [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/stepping-stones-pre-school-pg-belfast","Our Lady of Lourdes Primary School, 700 Antrim Road, Belfast, Co. Antrim, BT15 5GQ","Pre-School"
"Stewartstown PS","https://www.eani.org.uk/parents/types-of-school/school-type/primary/stewartstown-ps","33 Hillhead, Stewartstown, Dungannon, Co. Tyrone, BT71 5HY","Primary"
"Strabane Academy","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/strabane-academy","61 Derry Road, Strabane, Co. Tyrone, BT82 8LD","Post-Primary"
"Strabane PS","https://www.eani.org.uk/parents/types-of-school/school-type/primary/strabane-ps","43 Derry Road, Strabane, Co. Tyrone, BT82 8DX","Primary"
"Strabane PS NU","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/strabane-ps-nu","43 Derry Road, Strabane, Co. Tyrone, BT82 8DX","Pre-School"
"Straid PS [Ballyclare]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/straid-ps-ballyclare","3 Irish Hill Road, Ballyclare, Co. Antrim, BT39 9NQ","Primary"
"Straidarran Community PG [Claudy]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/straidarran-community-pg-claudy","520 Glenshane Road, Claudy, Co. Londonderry, BT47 4BT","Pre-School"
"Straidbilly PS [Ballymoney]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/straidbilly-ps-ballymoney","85 Carnbore Road, Liscolman, Ballymoney, Co. Antrim, BT53 8EE","Primary"
"Straidhavern PS [Crumlin]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/straidhavern-ps-crumlin","3 Straidhavern Road, Nutts Corner, Crumlin, Co. Antrim, BT29 4SN","Primary"
"Strandtown PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/strandtown-ps-belfast","North Road, Belfast, Co. Antrim, BT4 3DJ","Primary"
"Strangford Integrated College [Newtownards]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/strangford-integrated-college-newtownards","Abbey Road, Carrowdore, Co. Down, BT22 2GB","Post-Primary"
"Stranmillis PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/stranmillis-ps-belfast","Knightsbridge Park, Belfast, Co. Antrim, BT9 5EH","Primary"
"Stranmillis PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/stranmillis-ps-nu-belfast","Knightsbridge Park, Belfast, Co. Antrim, BT9 5EH","Pre-School"
"Strathearn Preparatory School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/preps/strathearn-preparatory-school-belfast","188 Belmont Road, Belfast, Co. Antrim, BT4 2AU","Preps"
"Strathearn School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/strathearn-school-belfast","188 Belmont Road, Belfast, Co. Antrim, BT4 2AU","Post-Primary"
"Strathfoyle Nursery School","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/strathfoyle-nursery-school","26 Clonmeen Drive, Strathfoyle, Londonderry, Co. Londonderry, BT47 6UP","Pre-School"
"Strawberry Tree PG [Newry]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/strawberry-tree-pg-newry","41a Sheeptown Road, Saval, Newry, Co. Down, BT34 2LA","Pre-School"
"Sugar & Spice Early Years Centre PG [Drumquin]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/sugar-spice-early-years-centre-pg-drumquin","Units 7/8 Drumquin Enterprise Centre, Castlederg Road, Drumquin, Co. Tyrone, BT78 4PJ","Pre-School"
"Sullivan Upper Preparatory [Holywood]","https://www.eani.org.uk/parents/types-of-school/school-type/preps/sullivan-upper-preparatory-holywood","Dromkeen House, 1 Alexandra Park, Holywood, Co. Down, BT18 9EP","Preps"
"Sullivan Upper School [Holywood]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/sullivan-upper-school-holywood","Belfast Road, Holywood, Co. Down, BT18 9EP","Post-Primary"
"Sunnylands Nursery School [Carrickfergus]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/sunnylands-nursery-school-carrickfergus","Sunnylands Avenue, Carrickfergus, Co. Antrim, BT38 8JT","Pre-School"
"Sunnylands PS [Carrickfergus]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/sunnylands-ps-carrickfergus","Sunnylands Avenue, Carrickfergus, Co. Antrim, BT38 8JJ","Primary"
"Sunshine PG [Coleraine]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/sunshine-pg-coleraine","Harpurs Hill Children & Family Centre, Cuilrath Corner, Cuilrath Street, Coleraine, Co. Londonderry, BT52 2ER","Pre-School"
"Sunshine PG [Lisburn]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/sunshine-pg-lisburn","Killutagh Hall, Legaterriff Road, Upper Ballinderry, Lisburn, Co. Antrim, BT28 2EY","Pre-School"
"Tamnaherin Community Playgroup (formerly Mullabuoy PG)","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/tamnaherin-community-playgroup-formerly-mullabuoy-pg","92 Ervey Road, Tamnaherin, Co Londonderry, BT47 3AU","Pre-School"
"Tandragee Junior High School","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/tandragee-junior-high-school","Armagh Road, Tandragee, Co. Armagh, BT62 2AY","Post-Primary"
"Tandragee Nursery School","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/tandragee-nursery-school","Madden Road, Tandragee, Craigavon, Co. Armagh, BT62 2DG","Pre-School"
"Tandragee PS [Tandragee]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/tandragee-ps-tandragee","Portadown Road, Tandragee, Craigavon, Co. Armagh, BT62 2BB","Primary"
"Tannaghmore PS [Lurgan]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/tannaghmore-ps-lurgan","Lake Street, Lurgan, Craigavon, Co. Armagh, BT67 9DY","Primary"
"Tattygar PS [Lisbellaw]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/tattygar-ps-lisbellaw","6 Tattygar Road, Lisbellaw, Enniskillen, Co. Fermanagh, BT94 5GT","Primary"
"Taughmonagh PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/taughmonagh-ps-belfast","Findon Gardens, Belfast, Co. Antrim, BT9 6QL","Primary"
"Taughmonagh PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/taughmonagh-ps-nu-belfast","Findon Gardens, Belfast, Co. Antrim, BT9 6QL","Pre-School"
"Taylorstown Cross Community Pre School Ltd PG","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/taylorstown-cross-community-pre-school-ltd-pg","71 Taylorstown Road, Toomebridge, Co. Antrim, BT41 3RW","Pre-School"
"Teconnaught Cross Community Pre School PG","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/teconnaught-cross-community-pre-school-pg","Teconnaught Community Centre, 1a Drumnaconagher Road, Teconnaught, Co. Down, BT30 9AN","Pre-School"
"Templepatrick PS [Ballyclare]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/templepatrick-ps-ballyclare","5 Lylehill Road, Templepatrick, Ballyclare, Co. Antrim, BT39 0AQ","Primary"
"Templepatrick PS NU [Ballyclare]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/templepatrick-ps-nu-ballyclare","5 Lylehill Road, Templepatrick, Ballyclare, Co. Antrim, BT39 0AQ","Pre-School"
"Tempo Community Pre School PG","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/tempo-community-pre-school-pg","1 Tullyreagh Road, Edenmore, Tempo, Co. Fermanagh, BT94 3GJ","Pre-School"
"Tempo PS","https://www.eani.org.uk/parents/types-of-school/school-type/primary/tempo-ps","3 Cullion Road, Edenmore, Tempo, Enniskillen, Co. Fermanagh, BT94 3AU","Primary"
"Termoncanice PS [Limavady]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/termoncanice-ps-limavady","1 Rathbrady Road, Limavady, Co. Londonderry, BT49 9BH","Primary"
"Termoncanice PS NU [Limavady]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/termoncanice-ps-nu-limavady","1 Rathbrady Road, Limavady, Co. Londonderry, BT49 9BH","Pre-School"
"The Academy Nursery School [Rosemount]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/the-academy-nursery-school-rosemount","76 Academy Road, Rosemount, L'derry, Co. Londonderry, BT48 7LE","Pre-School"
"The Armstrong PS [Armagh]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/the-armstrong-ps-armagh","College Hill, Armagh, Co. Armagh, BT61 9DF","Primary"
"The Cope PS [Loughgall]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/the-cope-ps-loughgall","12 Ballygasey Road, Loughgall, Armagh, Co. Armagh, BT61 8HY","Primary"
"The Diamond PS [Cullybackey]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/the-diamond-ps-cullybackey","107 Dreen Road, Cullybackey, Ballymena, Co. Antrim, BT42 1EE","Primary"
"The Drelincourt [Church of Ireland] [Armagh]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/the-drelincourt-church-of-ireland-armagh","23 Ballynahone Avenue, Armagh, Co. Armagh, BT60 1EE","Primary"
"The Dry Arch Children's Centre PG [Dungiven]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/the-dry-arch-childrens-centre-pg-dungiven","Glenshane Business Park, 50 Legavallon Road, Dungiven, Co. Londonderry, BT47 4QL","Pre-School"
"The High School Ballynahinch","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/the-high-school-ballynahinch","103 Belfast Road, Ballynahinch, Co. Down, BT24 8EH","Post-Primary"
"The Irish Society PS NU [Coleraine]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/the-irish-society-ps-nu-coleraine","3 Rugby Avenue, Coleraine, Co. Londonderry, BT52 1JL","Pre-School"
"The Irish Society's PS [Coleraine]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/the-irish-societys-ps-coleraine","3 Rugby Avenue, Coleraine, Co. Londonderry, BT52 1JL","Primary"
"The Learning Tree Pre School PG","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/the-learning-tree-pre-school-pg","Hertford Crescent, Lisburn, Co. Antrim, BT28 1SA","Pre-School"
"The Magic Roundabout PG [Altamuskin]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/the-magic-roundabout-pg-altamuskin","173 Altamuskin Road, Sixmilecross, Omagh, Co. Tyrone, BT79 9JA","Pre-School"
"The Old Station Day Care Nursery PG","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/the-old-station-day-care-nursery-pg","92 Church Street, Dromore, Co. Down, BT25 1AA","Pre-School"
"The Playcentre at Manor Court PG [Newtownards]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/the-playcentre-at-manor-court-pg-newtownards","Mill Street, Newtownards, Co. Down, BT23 4LT","Pre-School"
"The Royal Belfast Academical Institution","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/the-royal-belfast-academical-institution","College Square East, Belfast, Co. Antrim, BT1 6DL","Post-Primary"
"The Royal School [Armagh]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/the-royal-school-armagh","College Hill, Armagh, Co. Armagh, BT61 9DH","Post-Primary"
"The Royal School [Dungannon]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/the-royal-school-dungannon","2 Ranfurley Road, Dungannon, Co. Tyrone, BT71 6EG","Post-Primary"
"The Thompson PS [Ballyclare]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/the-thompson-ps-ballyclare","42 Mossley Road, Ballyclare, Co. Antrim, BT39 9RX","Primary"
"Thornfield House School","https://www.eani.org.uk/parents/types-of-school/school-type/special-school/thornfield-house-school","2-12 Jordanstown Road, NEWTOWNABBEY, CO ANTRIM, BT37 0QF","Special School"
"Thornhill College [Derry]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/thornhill-college-derry","142 Culmore Road, Londonderry, Co. Londonderry, BT48 8JF","Post-Primary"
"Tiddli Winks PG [Bangor]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/tiddli-winks-pg-bangor","68 Groomsport Road, Bangor, Co. Down, BT20 5NE","Pre-School"
"Tildarg PS [Ballyclare]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/tildarg-ps-ballyclare","6 Tildarg Road, Tildarg, Ballyclare, Co. Antrim, BT39 9JU","Primary"
"Tiny Tots Corner PG [Killylea]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/tiny-tots-corner-pg-killylea","10A Esker Park, Killylea, Armagh, Co. Armagh, BT60 4LT","Pre-School"
"Tiny Tots Cross Comm Play Centre PG [M'mesker]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/tiny-tots-cross-comm-play-centre-pg-mmesker","68 Arney Road, Bellanaleck, Enniskillen, Co. Fermanagh, BT92 2AB","Pre-School"
"Tiny Tots Pre School Centre PG [Toomebridge]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/tiny-tots-pre-school-centre-pg-toomebridge","Pastoral Centre, Main Street, Toomebridge, Co. Antrim, BT41 3NJ","Pre-School"
"Tiny Tots Pre School Ed Centre PG [Dunamore]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/tiny-tots-pre-school-ed-centre-pg-dunamore","28 Dunamore Road, Cookstown, Co. Tyrone, BT80 9NT","Pre-School"
"Tiny Tots Pre School PG [Stewartstown]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/tiny-tots-pre-school-pg-stewartstown","33A Hillhead, Stewartstown, Dungannon, Co. Tyrone, BT71 5HY","Pre-School"
"TLC Nursery PG [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/tlc-nursery-pg-belfast","162a Cavehill Road, Belfast, Co. Antrim, BT15 5EX","Pre-School"
"Tober Tinys Community PG [Magherafelt]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/tober-tinys-community-pg-magherafelt","Unit 2, Tobermore Business Park, 6 Desertmartin Road, Tobermore, Co. Londonderry, BT45 5SG","Pre-School"
"Tobermore PS [Tobermore]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/tobermore-ps-tobermore","6 Maghera Road, Tobermore, Magherafelt, Co. Londonderry, BT45 5QB","Primary"
"Tonagh PS [Lisburn]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/tonagh-ps-lisburn","Tonagh Avenue, Lisburn, Co. Antrim, BT28 1DQ","Primary"
"Tonagh PS NU [Lisburn]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/tonagh-ps-nu-lisburn","Tonagh Avenue, Lisburn, Co. Antrim, BT28 1DQ","Pre-School"
"Tor Bank School","https://www.eani.org.uk/parents/types-of-school/school-type/special-school/tor-bank-school-0","Dunlady Road, Dundonald, BELFAST, CO ANTRIM, BT16 1TT","Special School"
"Toreagh PS [Larne]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/toreagh-ps-larne","62 Raloo Road, Larne, Co. Antrim, BT40 3DU","Primary"
"Towerview PS [Bangor]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/towerview-ps-bangor","100 Towerview Crescent, Bangor, Co. Down, BT19 6AZ","Primary"
"Towerview PS NU [Bangor]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/towerview-ps-nu-bangor","100 Towerview Crescent, Bangor, Co. Down, BT19 6AZ","Pre-School"
"Trench Road Nursery School","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/trench-road-nursery-school","8 Trench Road, Derry, Co. Londonderry, BT47 2DT","Pre-School"
"Trinity Nursery School [Bangor]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/trinity-nursery-school-bangor","Brunswick Road, Bangor, Co. Down, BT20 3DX","Pre-School"
"Trinity Park Pre School Nursery PG [Craigavon]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/trinity-park-pre-school-nursery-pg-craigavon","51 Cottage Road, Dollingstown, Craigavon, Co. Armagh, BT67 9ND","Pre-School"
"Tudor Lodge Nursery School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/tudor-lodge-nursery-school-belfast","Tudor Place, Belfast, Co. Antrim, BT13 1LY","Pre-School"
"Tullygally PS [Craigavon]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/tullygally-ps-craigavon","21 Meadowbrook, Tullygally, Craigavon, Co. Armagh, BT65 5EP","Primary"
